timestamp,pm25,pm10,co,no2,so2,o3,aqi,city,temperature,humidity,pressure,wind_speed,wind_deg,weather,hour,day_of_week,month
2026-03-06 04:00:00,86.6,103.6,943.0,26.2,14.2,47.0,167.05795574288726,Lahore,21.4,71,,2.2,346.0,Unknown,4,4,3
2026-03-06 05:00:00,76.1,88.2,1108.0,19.4,16.9,63.0,161.63645943097998,Lahore,21.0,76,,1.8,360.0,Unknown,5,4,3
2026-03-06 06:00:00,82.9,95.0,1795.0,33.3,17.6,47.0,165.14752370916756,Lahore,19.9,81,,2.9,86.0,Unknown,6,4,3
2026-03-06 07:00:00,95.5,108.0,2708.0,51.9,18.8,27.0,171.65331928345626,Lahore,19.5,81,,3.9,118.0,Unknown,7,4,3
2026-03-06 08:00:00,111.5,120.1,3170.0,61.1,20.3,28.0,179.91464699683877,Lahore,21.8,71,,4.5,157.0,Unknown,8,4,3
2026-03-06 09:00:00,90.8,100.8,2754.0,52.2,22.8,70.0,169.22655426765016,Lahore,25.5,57,,2.9,133.0,Unknown,9,4,3
2026-03-06 10:00:00,75.7,87.3,1887.0,34.0,25.8,134.0,161.4299262381454,Lahore,28.9,44,,2.4,138.0,Unknown,10,4,3
2026-03-06 11:00:00,58.2,70.1,1170.0,19.1,27.6,184.0,152.3940990516333,Lahore,31.3,36,,2.6,196.0,Unknown,11,4,3
2026-03-06 12:00:00,52.2,64.0,826.0,12.0,27.5,208.0,142.1206030150754,Lahore,33.8,26,,3.0,245.0,Unknown,12,4,3
2026-03-06 13:00:00,47.8,60.3,632.0,8.3,26.2,219.0,131.28643216080405,Lahore,35.1,22,,1.9,287.0,Unknown,13,4,3
2026-03-06 14:00:00,43.5,54.7,515.0,7.1,24.5,220.0,120.69849246231156,Lahore,35.8,20,,1.5,346.0,Unknown,14,4,3
2026-03-06 15:00:00,39.0,48.2,461.0,6.6,22.3,211.0,109.61809045226131,Lahore,36.0,18,,0.6,34.0,Unknown,15,4,3
2026-03-06 16:00:00,35.2,42.3,484.0,8.6,19.8,192.0,99.57939914163092,Lahore,35.7,17,,1.3,214.0,Unknown,16,4,3
2026-03-06 17:00:00,31.2,36.8,559.0,27.6,15.9,131.0,91.16738197424894,Lahore,34.5,18,,3.6,237.0,Unknown,17,4,3
2026-03-06 18:00:00,40.9,46.6,707.0,46.7,16.6,101.0,114.2964824120603,Lahore,31.8,22,,3.6,210.0,Unknown,18,4,3
2026-03-06 19:00:00,51.2,56.8,907.0,72.8,17.5,60.0,139.65829145728645,Lahore,29.9,24,,4.5,220.0,Unknown,19,4,3
2026-03-06 20:00:00,56.2,61.7,1065.0,90.7,17.8,29.0,151.36143308746048,Lahore,28.3,29,,4.0,210.0,Unknown,20,4,3
2026-03-06 21:00:00,58.8,64.3,1157.0,93.6,17.2,16.0,152.70389884088513,Lahore,26.5,34,,4.4,153.0,Unknown,21,4,3
2026-03-06 22:00:00,60.3,65.7,1207.0,88.4,16.0,13.0,153.47839831401475,Lahore,25.0,41,,4.1,157.0,Unknown,22,4,3
2026-03-06 23:00:00,58.8,64.0,1198.0,79.9,14.8,14.0,152.70389884088513,Lahore,24.0,48,,3.8,139.0,Unknown,23,4,3
2026-03-07 00:00:00,53.4,58.1,1094.0,67.9,13.5,20.0,145.0753768844221,Lahore,23.1,50,,4.7,133.0,Unknown,0,5,3
2026-03-07 01:00:00,49.1,53.4,931.0,52.6,12.2,29.0,134.48743718592965,Lahore,22.1,52,,5.3,114.0,Unknown,1,5,3
2026-03-07 02:00:00,47.8,51.7,798.0,40.1,11.3,37.0,131.28643216080405,Lahore,21.1,54,,5.3,98.0,Unknown,2,5,3
2026-03-07 03:00:00,48.9,52.2,703.0,32.2,11.2,39.0,133.99497487437185,Lahore,20.2,56,,5.3,102.0,Unknown,3,5,3
2026-03-07 04:00:00,51.1,53.8,637.0,27.1,11.6,39.0,139.41206030150755,Lahore,19.9,61,,8.6,106.0,Unknown,4,5,3
2026-03-07 05:00:00,45.5,52.5,672.0,22.8,11.0,40.0,125.62311557788944,Lahore,19.3,82,,8.9,109.0,Unknown,5,5,3
2026-03-07 06:00:00,49.2,54.6,920.0,26.6,12.1,36.0,134.73366834170855,Lahore,19.0,85,,8.3,112.0,Unknown,6,5,3
2026-03-07 07:00:00,54.8,60.5,1268.0,31.6,13.7,32.0,148.52261306532662,Lahore,19.2,81,,10.0,118.0,Unknown,7,5,3
2026-03-07 08:00:00,58.1,63.3,1442.0,33.4,15.3,40.0,152.34246575342465,Lahore,21.1,76,,9.2,123.0,Unknown,8,5,3
2026-03-07 09:00:00,56.0,65.4,1275.0,29.0,17.0,71.0,151.2581664910432,Lahore,24.1,68,,8.0,130.0,Unknown,9,5,3
2026-03-07 10:00:00,45.5,58.8,933.0,21.4,18.7,114.0,125.62311557788944,Lahore,27.5,56,,7.6,135.0,Unknown,10,5,3
2026-03-07 11:00:00,37.5,54.8,647.0,14.8,19.5,148.0,105.92462311557787,Lahore,30.5,45,,8.4,135.0,Unknown,11,5,3
2026-03-07 12:00:00,31.9,56.8,492.0,10.4,18.8,163.0,92.63948497854076,Lahore,33.2,29,,8.8,147.0,Unknown,12,5,3
2026-03-07 13:00:00,28.6,59.6,393.0,7.1,17.1,169.0,85.69957081545064,Lahore,34.6,22,,7.9,156.0,Unknown,13,5,3
2026-03-07 14:00:00,27.3,56.5,347.0,5.5,15.7,170.0,82.9656652360515,Lahore,35.1,20,,6.8,162.0,Unknown,14,5,3
2026-03-07 15:00:00,26.3,51.8,304.0,5.0,14.9,170.0,80.86266094420601,Lahore,35.3,19,,5.9,168.0,Unknown,15,5,3
2026-03-07 16:00:00,26.2,49.4,314.0,6.2,14.2,167.0,80.65236051502146,Lahore,35.0,18,,5.5,157.0,Unknown,16,5,3
2026-03-07 17:00:00,32.7,65.0,529.0,11.2,12.7,153.0,94.32188841201716,Lahore,33.8,20,,4.8,149.0,Unknown,17,5,3
2026-03-07 18:00:00,44.8,72.9,1175.0,26.0,13.1,124.0,123.89949748743716,Lahore,31.1,32,,5.9,104.0,Unknown,18,5,3
2026-03-07 19:00:00,54.1,78.5,2024.0,46.0,13.7,85.0,146.79899497487438,Lahore,28.7,52,,7.6,90.0,Unknown,19,5,3
2026-03-07 20:00:00,56.5,79.2,2548.0,58.6,14.1,56.0,151.5163329820864,Lahore,26.9,67,,8.8,88.0,Unknown,20,5,3
2026-03-07 21:00:00,58.7,82.0,2453.0,56.5,14.3,49.0,152.6522655426765,Lahore,25.5,73,,7.3,81.0,Unknown,21,5,3
2026-03-07 22:00:00,62.2,86.6,2031.0,47.1,14.5,52.0,154.45943097997892,Lahore,24.6,76,,5.7,108.0,Unknown,22,5,3
2026-03-07 23:00:00,68.2,93.8,1635.0,39.1,14.5,54.0,157.55742887249735,Lahore,23.9,84,,5.6,94.0,Unknown,23,5,3
2026-03-08 00:00:00,74.7,102.0,1364.0,35.9,14.4,51.0,160.91359325605902,Lahore,23.4,86,,4.4,83.0,Unknown,0,6,3
2026-03-08 01:00:00,81.7,109.9,1118.0,34.2,14.2,48.0,164.52792413066385,Lahore,22.4,89,,3.4,87.0,Unknown,1,6,3
2026-03-08 02:00:00,88.9,118.5,947.0,33.3,14.0,44.0,168.245521601686,Lahore,21.8,91,,4.1,75.0,Unknown,2,6,3
2026-03-08 03:00:00,96.2,126.2,831.0,32.7,13.8,39.0,172.01475237091677,Lahore,21.2,91,,5.5,71.0,Unknown,3,6,3
2026-03-08 04:00:00,102.0,130.9,789.0,32.8,13.7,33.0,175.00948366701792,Lahore,20.6,93,,4.1,67.0,Unknown,4,6,3
2026-03-08 05:00:00,68.5,90.8,928.0,22.9,12.9,48.0,157.7123287671233,Lahore,20.4,96,,4.5,47.0,Unknown,5,6,3
2026-03-08 06:00:00,72.4,96.9,1461.0,30.1,12.9,39.0,159.72602739726028,Lahore,20.1,95,,3.6,57.0,Unknown,6,6,3
2026-03-08 07:00:00,80.3,105.0,2174.0,39.6,13.1,28.0,163.80505795574288,Lahore,20.4,92,,2.9,68.0,Unknown,7,6,3
2026-03-08 08:00:00,82.4,99.0,2533.0,43.5,13.9,35.0,164.88935721812436,Lahore,22.6,81,,2.2,76.0,Unknown,8,6,3
2026-03-08 09:00:00,73.8,95.0,2195.0,36.7,16.2,75.0,160.44889357218125,Lahore,26.4,65,,1.3,82.0,Unknown,9,6,3
2026-03-08 10:00:00,58.1,86.1,1503.0,24.3,19.1,131.0,152.34246575342465,Lahore,29.8,49,,0.4,117.0,Unknown,10,6,3
2026-03-08 11:00:00,50.8,87.8,944.0,14.2,20.9,175.0,138.67336683417085,Lahore,30.6,42,,0.4,333.0,Unknown,11,6,3
2026-03-08 12:00:00,45.3,88.0,709.0,9.1,20.5,192.0,125.13065326633163,Lahore,33.0,34,,1.9,343.0,Unknown,12,6,3
2026-03-08 13:00:00,42.6,84.5,606.0,6.3,19.0,196.0,118.48241206030151,Lahore,34.0,30,,3.5,332.0,Unknown,13,6,3
2026-03-08 14:00:00,41.0,80.6,555.0,5.3,18.0,196.0,114.5427135678392,Lahore,34.5,28,,4.7,328.0,Unknown,14,6,3
2026-03-08 15:00:00,40.2,78.0,531.0,4.3,18.0,197.0,112.57286432160804,Lahore,33.7,30,,5.6,295.0,Unknown,15,6,3
2026-03-08 16:00:00,40.4,76.4,557.0,5.0,18.5,193.0,113.06532663316582,Lahore,33.9,28,,2.7,312.0,Unknown,16,6,3
2026-03-08 17:00:00,47.5,91.3,623.0,11.6,17.7,172.0,130.54773869346735,Lahore,32.8,32,,5.2,333.0,Unknown,17,6,3
2026-03-08 18:00:00,59.4,96.4,747.0,37.9,19.1,134.0,153.013698630137,Lahore,31.5,36,,3.8,335.0,Unknown,18,6,3
2026-03-08 19:00:00,71.2,106.6,910.0,73.5,21.0,81.0,159.1064278187566,Lahore,30.4,40,,5.1,315.0,Unknown,19,6,3
2026-03-08 20:00:00,79.9,112.5,1045.0,95.6,22.1,44.0,163.59852476290834,Lahore,29.3,45,,5.2,304.0,Unknown,20,6,3
2026-03-08 21:00:00,80.1,109.4,1138.0,91.3,22.0,39.0,163.7017913593256,Lahore,28.0,49,,4.0,306.0,Unknown,21,6,3
2026-03-08 22:00:00,78.9,107.3,1203.0,73.6,21.2,50.0,163.08219178082192,Lahore,27.4,51,,4.2,290.0,Unknown,22,6,3
2026-03-08 23:00:00,81.0,109.2,1212.0,58.3,20.0,59.0,164.16649104320337,Lahore,26.8,56,,3.3,257.0,Unknown,23,6,3
2026-03-09 00:00:00,83.6,111.5,1123.0,51.4,18.4,58.0,165.508956796628,Lahore,25.8,60,,3.2,243.0,Unknown,0,0,3
2026-03-09 01:00:00,84.3,111.1,978.0,46.9,16.5,53.0,165.87038988408852,Lahore,24.2,65,,4.3,22.0,Unknown,1,0,3
2026-03-09 02:00:00,82.4,107.8,876.0,42.9,14.9,50.0,164.88935721812436,Lahore,23.0,70,,4.3,17.0,Unknown,2,0,3
2026-03-09 03:00:00,79.6,102.9,799.0,37.1,13.9,49.0,163.4436248682824,Lahore,22.0,74,,3.6,20.0,Unknown,3,0,3
2026-03-09 04:00:00,78.5,102.0,765.0,31.8,13.2,49.0,162.87565858798737,Lahore,21.9,74,,2.1,340.0,Unknown,4,0,3
2026-03-09 05:00:00,88.7,113.6,923.0,38.6,14.5,38.0,168.1422550052687,Lahore,21.6,78,,1.2,243.0,Unknown,5,0,3
2026-03-09 06:00:00,91.7,116.9,1527.0,48.5,15.1,30.0,169.69125395152793,Lahore,21.3,79,,1.5,201.0,Unknown,6,0,3
2026-03-09 07:00:00,102.9,129.5,2324.0,61.3,16.1,22.0,175.4741833508957,Lahore,21.4,79,,2.0,170.0,Unknown,7,0,3
2026-03-09 08:00:00,118.3,136.4,2702.0,65.5,17.5,31.0,183.42571127502637,Lahore,23.5,70,,3.6,177.0,Unknown,8,0,3
2026-03-09 09:00:00,94.3,113.2,2253.0,52.6,19.9,75.0,171.03371970495257,Lahore,26.9,57,,3.3,202.0,Unknown,9,0,3
2026-03-09 10:00:00,59.0,85.4,1385.0,31.1,22.8,136.0,152.80716543730242,Lahore,29.6,47,,3.3,221.0,Unknown,10,0,3
2026-03-09 11:00:00,47.7,76.4,710.0,14.3,24.5,183.0,131.04020100502512,Lahore,31.7,39,,5.4,255.0,Unknown,11,0,3
2026-03-09 12:00:00,44.0,72.6,483.0,7.4,23.9,202.0,121.92964824120602,Lahore,33.8,31,,5.1,260.0,Unknown,12,0,3
2026-03-09 13:00:00,42.1,70.1,449.0,5.2,22.0,205.0,117.25125628140704,Lahore,34.8,28,,4.4,263.0,Unknown,13,0,3
2026-03-09 14:00:00,41.7,69.8,456.0,5.5,20.4,202.0,116.26633165829146,Lahore,35.3,26,,4.8,257.0,Unknown,14,0,3
2026-03-09 15:00:00,42.4,71.0,395.0,5.9,19.3,194.0,117.98994974874373,Lahore,35.2,25,,5.0,249.0,Unknown,15,0,3
2026-03-09 16:00:00,43.5,72.2,375.0,8.9,18.4,178.0,120.69849246231156,Lahore,35.0,26,,5.5,257.0,Unknown,16,0,3
2026-03-09 17:00:00,53.8,92.4,572.0,15.7,16.3,157.0,146.0603015075377,Lahore,33.6,27,,4.3,270.0,Unknown,17,0,3
2026-03-09 18:00:00,68.7,101.5,1121.0,42.9,18.3,119.0,157.81559536354058,Lahore,32.0,34,,2.0,265.0,Unknown,18,0,3
2026-03-09 19:00:00,86.4,119.2,1886.0,80.3,21.0,67.0,166.95468914646997,Lahore,30.4,37,,1.7,347.0,Unknown,19,0,3
2026-03-09 20:00:00,101.5,132.7,2638.0,107.2,22.8,27.0,174.75131717597472,Lahore,28.8,40,,3.1,62.0,Unknown,20,0,3
2026-03-09 21:00:00,105.2,135.0,3430.0,113.3,22.9,12.0,176.66174920969442,Lahore,27.8,46,,5.9,88.0,Unknown,21,0,3
2026-03-09 22:00:00,104.8,132.2,4209.0,108.8,22.1,9.0,176.45521601685985,Lahore,25.9,54,,3.4,106.0,Unknown,22,0,3
2026-03-09 23:00:00,105.2,131.8,4581.0,103.9,21.0,8.0,176.66174920969442,Lahore,24.9,62,,3.9,103.0,Unknown,23,0,3
2026-03-10 00:00:00,105.7,130.9,4258.0,102.1,19.6,4.0,176.91991570073762,Lahore,24.2,65,,4.7,97.0,Unknown,0,1,3
2026-03-10 01:00:00,101.7,125.3,3529.0,99.9,17.9,1.0,174.854583772392,Lahore,23.5,70,,4.9,86.0,Unknown,1,1,3
2026-03-10 02:00:00,99.7,123.9,2869.0,96.2,16.6,0.0,173.82191780821918,Lahore,22.7,77,,5.2,6.0,Unknown,2,1,3
2026-03-10 03:00:00,102.7,126.2,2418.0,90.4,15.9,0.0,175.3709167544784,Lahore,22.1,88,,9.9,25.0,Unknown,3,1,3
2026-03-10 04:00:00,107.1,130.4,2037.0,83.1,15.6,1.0,177.6427818756586,Lahore,22.2,90,,7.9,69.0,Unknown,4,1,3
2026-03-10 05:00:00,66.4,77.1,1774.0,17.3,11.7,58.0,156.62802950474185,Lahore,21.6,91,,5.5,101.0,Unknown,5,1,3
2026-03-10 06:00:00,69.6,81.3,1726.0,23.2,12.4,50.0,158.28029504741832,Lahore,21.5,92,,5.6,115.0,Unknown,6,1,3
2026-03-10 07:00:00,72.2,84.1,1798.0,31.2,13.3,40.0,159.622760800843,Lahore,21.7,90,,7.1,120.0,Unknown,7,1,3
2026-03-10 08:00:00,72.6,81.7,1754.0,35.3,14.4,42.0,159.82929399367754,Lahore,23.2,82,,4.9,100.0,Unknown,8,1,3
2026-03-10 09:00:00,66.1,78.2,1453.0,32.2,15.8,66.0,156.4731296101159,Lahore,26.2,67,,4.0,80.0,Unknown,9,1,3
2026-03-10 10:00:00,59.1,73.8,1036.0,25.2,17.3,103.0,152.85879873551107,Lahore,28.8,57,,5.5,99.0,Unknown,10,1,3
2026-03-10 11:00:00,54.1,72.6,696.0,18.8,18.2,135.0,146.79899497487438,Lahore,29.9,54,,7.8,119.0,Unknown,11,1,3
2026-03-10 12:00:00,50.6,74.0,503.0,13.4,18.2,159.0,138.18090452261308,Lahore,32.3,42,,8.2,126.0,Unknown,12,1,3
2026-03-10 13:00:00,45.4,71.7,388.0,8.6,17.6,179.0,125.37688442211056,Lahore,34.7,27,,7.0,138.0,Unknown,13,1,3
2026-03-10 14:00:00,41.0,66.1,331.0,7.1,16.8,187.0,114.5427135678392,Lahore,36.0,18,,8.3,162.0,Unknown,14,1,3
2026-03-10 15:00:00,36.7,59.3,308.0,10.2,15.8,180.0,103.95477386934674,Lahore,35.8,15,,6.4,170.0,Unknown,15,1,3
2026-03-10 16:00:00,34.0,54.2,343.0,16.5,14.6,162.0,97.05579399141632,Lahore,34.8,15,,5.5,134.0,Unknown,16,1,3
2026-03-10 17:00:00,41.2,60.1,494.0,31.6,12.1,121.0,115.035175879397,Lahore,33.5,16,,13.7,201.0,Unknown,17,1,3
2026-03-10 18:00:00,51.7,69.4,861.0,47.4,13.2,94.0,140.8894472361809,Lahore,32.0,19,,8.3,193.0,Unknown,18,1,3
2026-03-10 19:00:00,64.0,80.6,1343.0,69.2,14.7,56.0,155.38883034773446,Lahore,30.0,24,,5.1,172.0,Unknown,19,1,3
2026-03-10 20:00:00,69.2,84.5,1694.0,84.7,15.6,26.0,158.07376185458378,Lahore,27.8,31,,3.5,145.0,Unknown,20,1,3
2026-03-10 21:00:00,71.0,86.4,1804.0,88.4,15.4,13.0,159.00316122233932,Lahore,26.4,36,,4.4,153.0,Unknown,21,1,3
2026-03-10 22:00:00,72.4,88.7,1783.0,86.0,14.7,8.0,159.72602739726028,Lahore,25.6,41,,1.9,112.0,Unknown,22,1,3
2026-03-10 23:00:00,72.4,90.6,1708.0,82.2,14.1,6.0,159.72602739726028,Lahore,24.9,53,,1.6,90.0,Unknown,23,1,3
2026-03-11 00:00:00,71.9,93.6,1573.0,78.1,13.7,5.0,159.46786090621708,Lahore,24.0,57,,5.3,78.0,Unknown,0,2,3
2026-03-11 01:00:00,73.8,101.0,1385.0,72.8,13.4,7.0,160.44889357218125,Lahore,23.1,65,,7.6,78.0,Unknown,1,2,3
2026-03-11 02:00:00,77.1,110.4,1246.0,67.9,13.2,9.0,162.15279241306638,Lahore,23.0,70,,6.0,100.0,Unknown,2,2,3
2026-03-11 03:00:00,80.1,117.6,1172.0,63.9,13.1,9.0,163.7017913593256,Lahore,22.8,71,,6.5,134.0,Unknown,3,2,3
2026-03-11 04:00:00,81.7,121.5,1146.0,60.4,13.1,10.0,164.52792413066385,Lahore,22.2,71,,2.7,122.0,Unknown,4,2,3
2026-03-11 05:00:00,73.3,100.6,1219.0,35.2,12.6,31.0,160.19072708113805,Lahore,20.9,88,,5.4,132.0,Unknown,5,2,3
2026-03-11 06:00:00,78.7,104.5,1517.0,37.3,12.6,29.0,162.97892518440463,Lahore,20.1,91,,3.5,156.0,Unknown,6,2,3
2026-03-11 07:00:00,82.7,102.7,1914.0,39.7,12.5,27.0,165.04425711275027,Lahore,20.6,87,,5.5,126.0,Unknown,7,2,3
2026-03-11 08:00:00,76.4,92.7,2088.0,38.4,12.6,36.0,161.7913593256059,Lahore,22.7,76,,6.4,128.0,Unknown,8,2,3
2026-03-11 09:00:00,61.0,81.5,1831.0,29.9,12.9,66.0,153.83983140147524,Lahore,26.1,57,,3.6,135.0,Unknown,9,2,3
2026-03-11 10:00:00,47.5,69.2,1351.0,17.7,13.3,108.0,130.54773869346735,Lahore,29.2,43,,3.8,163.0,Unknown,10,2,3
2026-03-11 11:00:00,43.3,68.9,949.0,8.4,13.7,141.0,120.20603015075376,Lahore,30.2,39,,2.6,146.0,Unknown,11,2,3
2026-03-11 12:00:00,42.3,71.7,728.0,4.7,14.2,160.0,117.74371859296484,Lahore,32.2,31,,2.7,184.0,Unknown,12,2,3
